,year,month,author_name,paper_title,process,CW Performance,frequency,Psat (dBm),PAEmax (%),PA Efficieny Note,P1dB (dBm),PAE_1dB (%),Gain (dB),RF PA Modulations,EVM (dB),Modulation Speed (Msym/s),Average Pout (dBm),Average PAE (%),RF PA Note (Modulation Type),PA_type,node
1168,2012,11,Brown,"High Power, High Efficiency E-Band GaN Amplifier MMICs",GaN,,74.0,3.8,18.5,PAE,,,11.3,,,,,,,,
1169,2012,11,Brown,"High Power, High Efficiency E-Band GaN Amplifier MMICs",GaN,,74.0,33,24.6,PAE,,,12,,,,,,,,
1170,2012,11,Brown,"High Power, High Efficiency E-Band GaN Amplifier MMICs",GaN,,74.0,31.1,27.8,PAE,,,10.5,,,,,,,,
1171,2014,6,Schwantuschke,Q- and E-band Amplifier MMICs for Satellite Communication,GaN,,74.0,28.1,10,PAE,,,16,,,,,,,,
1172,2016,10,Schwantuschke,GaN-based E-band Power Amplifier Modules,GaN,,74.0,26.5,7,PAE,,,13.4,,,,,,,,
1173,2017,11,Schwantuschke ,Enhanced GaN HEMT technology for E-band power amplifier MMICs with 1W output power,GaN,,74.0,31.8,9.5,PAE,,,25,,,,,,,,
1174,2009,6,Yoshida,A 76 GHz GaN-on-Silicon Power Amplifier for Automotive Radar Systems,GaN,,76.0,12,,,,,5,,,,,,,,
1175,2016,8,Xu,0.1-μm InAlN/GaN High Electron-Mobility Transistors for Power Amplifiers Operating at 71–76 and 81–86 GHz: Impact of Passivation and Gate Recess,GaN,,76.0,31,9.7,PAE,,,6.5,,,,,,,,
1176,2016,8,Xu,0.1-μm InAlN/GaN High Electron-Mobility Transistors for Power Amplifiers Operating at 71–76 and 81–86 GHz: Impact of Passivation and Gate Recess,GaN,,76.0,32.4,9.9,PAE,,,4.5,,,,,,,,
1177,2022,4,Verploegh,On-chip Power Combining with 3-Stage 75–110 GHz GaN MMIC Power Amplifiers,GaN,75-110,76.0,26.7,14.8,PAE,,,20,,,,,,,,40nm GaN
1178,2009,9,Masuda,GaN MMIC Amplifiers for W-band Transceivers,GaN,,76.5,25.4,,,,,11.6,,,,,,,,
1179,2010,10,Nakasha,E-Band 85-mW Oscillator and 1.3-W Amplifier ICs Using 0.12µm GaN HEMTs for Millimeter-Wave Transceivers,GaN,,76.5,31.13,7,PAE,,,13,,,,,,,,
1180,2021,10,Hwang,GaN/Si 60nm 1W High Power 80GHz Power Amplifier,GaN,78-82,78.0,30.7,47.9,PAE,,,17.6,,,,,,,,60 nm GaN HEMT
1181,2016,10,Schwantuschke,Broadband E-band Power Amplifier MMIC based on an AlGaN/GaN HEMT Technology with 30 dBm Output Power,GaN,,80.0,31.2,10,PAE,,,18.3,,,,,,,,
1182,2018,11,Ćwikliński ,Full W-Band GaN Power Amplifier MMICs Using a Novel Type of Broadband Radial Stub,GaN,,80.0,27.2,8.5,PAE,,,10,,,,,,,,100nm
1183,2018,11,Ćwikliński ,Full W-Band GaN Power Amplifier MMICs Using a Novel Type of Broadband Radial Stub,GaN,,80.0,28.6,8.6,PAE,,,13,,,,,,,,100nm
1184,2018,6,Ćwikliński ,First Full W-Band GaN Power Amplifier MMICs with Novel Broadband Radial Stubs and 50 GHz of Bandwidth,GaN,,80.0,27.2,8.5,PAE,,,10,,,,,,,,100nm
1185,2018,6,Ćwikliński ,First Full W-Band GaN Power Amplifier MMICs with Novel Broadband Radial Stubs and 50 GHz of Bandwidth,GaN,,80.0,28.6,8.6,PAE,,,13,,,,,,,,100nm
1186,2021,10,Hwang,GaN/Si 60nm 1W High Power 80GHz Power Amplifier,GaN,78-82,80.0,30.9,44.1,PAE,,,15.6,,,,,,,,61 nm GaN HEMT
1187,2006,12,Micovic,GaN HFET for W-band Power Applications,GaN,,80.5,25,14,PAE,,,19.8,,,,,,,,
1188,2021,10,Hwang,GaN/Si 60nm 1W High Power 80GHz Power Amplifier,GaN,78-82,82.0,30.3,33.3,PAE,,,13.3,,,,,,,,62 nm GaN HEMT
1189,2014,10,Margomenos,"GaN Technology for E, W and G-band Applications",GaN,,83.0,21.4,27,PAE,,,21.5,,,,,,,,
1190,2008,10,Micovic,GaN MMIC PAs for E-Band (71 GHz – 95 GHz) Radio,GaN,,84.0,27,17,PAE,24,,15,,,,,,,,
1191,2012,11,Brown,"High Power, High Efficiency E-Band GaN Amplifier MMICs",GaN,,84.0,33,15.3,PAE,,,11.6,,,,,,,,
1192,2012,11,Brown,"High Power, High Efficiency E-Band GaN Amplifier MMICs",GaN,,84.0,32,21.4,PAE,,,12.6,,,,,,,,
1193,2012,11,Brown,"High Power, High Efficiency E-Band GaN Amplifier MMICs",GaN,,84.0,30,24.8,PAE,,,11.9,,,,,,,,
1194,2019,6,Ture,High Power (>2 W) E-Band PA MMIC Basd on High Efficiency GaN-HEMTs with Optimized Buffer,GaN,81-86,84.0,33.5,10,PAE,,,,17,,,,,,,100nm GaN HEMT
1195,2013,6,Schellenberg,"W-Band, Broadband 2W GaN MMIC",GaN,,86.0,35,10,PAE,,,14,,,,,,,,
1196,2016,8,Xu,0.1-μm InAlN/GaN High Electron-Mobility Transistors for Power Amplifiers Operating at 71–76 and 81–86 GHz: Impact of Passivation and Gate Recess,GaN,,86.0,30.5,10.5,PAE,,,7.9,,,,,,,,
1197,2016,1,Niida,3.6 W/mm High Power Density W-band InAlGaN/GaN HEMT MMIC Power Amplifier,GaN,,86.0,30.6,12.3,PAE,,,18.9,,,,,,,,
1198,2016,10,Makiyama,High-Power-Density InAlGaN/GaN-HEMT Technology for W-Band Amplifier,GaN,,86.0,30.6,12.3,PAE,,,18.9,,,,,,,,
1199,2016,8,Xu,0.1-μm InAlN/GaN High Electron-Mobility Transistors for Power Amplifiers Operating at 71–76 and 81–86 GHz: Impact of Passivation and Gate Recess,GaN,,86.0,31,12.7,PAE,,,8.5,,,,,,,,
1200,2016,8,Xu,0.1-μm InAlN/GaN High Electron-Mobility Transistors for Power Amplifiers Operating at 71–76 and 81–86 GHz: Impact of Passivation and Gate Recess,GaN,,86.0,31.6,15,PAE,,,9.1,,,,,,,,
1201,2021,6,Ćwikliński ,A 28–90-GHz GaN Power Amplifier MMIC Using an Integrated fT -Doubler Topology,GaN,28-90,87.0,17.9,2.1,PAE,,,12,,,,,,,,100nm GaN HEMT
1202,2010,5,Micovic,W-Band GaN MMIC with 842 mW Output Power at 88 GHz,GaN,,88.0,29.3,15,PAE,26.2,11,16,,,,,,,,
1203,2012,10,Heijningen,W-band power amplifier MMIC with 400 mW output power in 0.1 μm AlGaN/GaN technology,GaN,,88.0,26.4,3.7,PAE,,,10,,,,,,,,
1204,2012,10,Heijningen,W-band power amplifier MMIC with 400 mW output power in 0.1 μm AlGaN/GaN technology,GaN,,90.0,25.9,3,PAE,,,15,,,,,,,,
1205,2012,10,Margomenos,70-105 GHz Wideband GaN Power Amplifiers,GaN,,90.0,24.5,13.2,PAE,,,18,,,,,,,,
1206,2017,6,Ture,First demonstration of W-band Tri-gate GaN-HEMT power amplifier MMIC with 30 dBm output power,GaN,,90.0,30.6,8,PAE,,,12,,,,,,,,
1207,2018,6,Ćwikliński ,First Full W-Band GaN Power Amplifier MMICs with Novel Broadband Radial Stubs and 50 GHz of Bandwidth,GaN,,90.0,28.5,8.4,PAE,,,12,,,,,,,,
1208,2018,5,Schwantuschke,mm-Wave operation of AlN/GaN-devices and MMICs at V- & W-band,GaN,,90.0,27.8,6.7,PAE,,,17,,,,,,,,71 nm AlN/GaN-HEMT
1209,2011,6,Brown,W-Band GaN Power Amplifier MMICs,GaN,,91.0,32.3,11,PAE,,,15,,,,,,,,
1210,2011,6,Brown,W-Band GaN Power Amplifier MMICs,GaN,,91.0,30.8,20,PAE,,,16,,,,,,,,
1211,2017,11,Wu,W-band AlGaN/GaN MMIC PA with 3.1W Output Power,GaN,,91.0,34.9,13,PAE,,,20,,,,,,,,
1212,2016,8,Yu,High power performance AlGaN/GaN HEMT with 0.1 μm Y-shaped gate encapsulated with low-κ BCB,GaN,,92.0,29,14,PAE,,,8.7,,,,,,,,
1213,2020,2,Wang,A W-Band Power Amplifier with Distributed Common-Source GaN HEMT and 4-Way Wilkinson-Lange Combiner Achieving 6W Output Power and 18% PAE at 95GHz,GaN,90-97,92.0,37.8,18.3,PAE,35.5,,15.3,,,,,,,,100nm AIGaN/GaN HEMT
1214,2020,2,Wang,A W-Band Power Amplifier with Distributed Common-Source GaN HEMT and 4-Way Wilkinson-Lange Combiner Achieving 6W Output Power and 18% PAE at 95GHz,GaN,90-97,92.0,37.8,18.3,PAE,35.5,,15.3,,,,,,,,100nm AIGaN/GaN HEMT
1215,2022,6,Soric,A 100W W-Band GaN SSPA,GaN,92-96,92.0,30.1,15,PAE,,,9.8,,,,,,,,
1216,2022,4,Verploegh,On-chip Power Combining with 3-Stage 75–110 GHz GaN MMIC Power Amplifiers,GaN,75-110,92.0,23,6,PAE,,,14,,,,,,,,40nm GaN
1217,2016,5,Brown,7kW GaN W-Band Transmitter,GaN,,93.0,30,20,PAE,,,15,,,,,,,,
1218,2016,9,Wu,W-Band MMIC PA With Ultrahigh Power Density in 100-nm AlGaN/GaN Technology,GaN,,93.0,32.2,21,PAE,,,16.7,,,,,,,,
1219,2022,6,Soric,A 100W W-Band GaN SSPA,GaN,92-96,93.0,31,16.5,PAE,,,10,,,,,,,,
1220,2012,6,Micovic,92-96 GHz GaN Power Amplifiers,GaN,,93.5,33.3,19,PAE,,,16.3,,,,,,,,
1221,2012,6,Micovic,92-96 GHz GaN Power Amplifiers,GaN,,93.5,32.6,20.5,PAE,,,,,,,,,,,
1222,2012,6,Micovic,92-96 GHz GaN Power Amplifiers,GaN,,94.0,29.7,19.4,PAE,,,17.6,,,,,,,,
1223,2012,6,Micovic,92-96 GHz GaN Power Amplifiers,GaN,,94.0,24.3,21,PAE,,,,,,,,,,,
1224,2012,6,Micovic,92-96 GHz GaN Power Amplifiers,GaN,,94.0,23.1,24.7,PAE,,,,,,,,,,,
1225,2018,9,Samoska,A W-Band Spatial Power-Combining Amplifier Using GaN MMICs,GaN,,94.0,33,15,PAE,,,9,,,,,,,,0.15um
1226,2018,9,Samoska,A W-Band Spatial Power-Combining Amplifier Using GaN MMICs,GaN,,94.0,30,15,PAE,,,9,,,,,,,,0.15um
1227,2022,6,Soric,A 100W W-Band GaN SSPA,GaN,92-96,94.0,30.5,16,PAE,,,10,,,,,,,,
1228,2008,10,Micovic,GaN MMIC PAs for E-Band (71 GHz – 95 GHz) Radio,GaN,,95.0,26,9,PAE,23,9,14.4,,,,,,,,
1229,2011,6,Brown,W-Band GaN Power Amplifier MMICs,GaN,,95.0,31.1,10,PAE,,,21,,,,,,,,
1230,2011,12,Brown,W-band power performance of AlGaN/GaN DHFETs with regrown n+ GaN ohmic contacts by MBE,GaN,,95.0,30.5,18.5,PAE,,,17.6,,,,,,,,
1231,2011,12,Brown,W-band power performance of AlGaN/GaN DHFETs with regrown n+ GaN ohmic contacts by MBE,GaN,,95.0,30.1,19.1,PAE,,,17.6,,,,,,,,
1232,2011,12,Brown,W-band power performance of AlGaN/GaN DHFETs with regrown n+ GaN ohmic contacts by MBE,GaN,,95.0,28.3,20.8,PAE,,,17.6,,,,,,,,
1233,2018,6,Ćwikliński ,First Full W-Band GaN Power Amplifier MMICs with Novel Broadband Radial Stubs and 50 GHz of Bandwidth,GaN,,95.0,27.7,5.2,PAE,,,12,,,,,,,,
1234,2022,6,Soric,A 100W W-Band GaN SSPA,GaN,92-96,95.0,30.3,15.1,PAE,,,10,,,,,,,,
1235,2022,6,Soric,A 100W W-Band GaN SSPA,GaN,92-96,96.0,30.2,15,PAE,,,9.9,,,,,,,,
1236,2018,6,Camargo,"F-Band, GaN Power Amplifiers",GaN,,102.0,27,14,PAE,24.5,,20,,,,,,,,0.14um
1237,2022,4,Verploegh,On-chip Power Combining with 3-Stage 75–110 GHz GaN MMIC Power Amplifiers,GaN,75-110,110.0,19.8,4,PAE,,,10,,,,,,,,40nm GaN
1238,2018,6,Camargo,"F-Band, GaN Power Amplifiers",GaN,,114.0,29,13,PAE,26.4,,20,,,,,,,,0.14um
1239,2018,6,Weber,A Beyond 110 GHz GaN Cascode Low-Noise Amplifier with 20.3 dBm Output Power,GaN,,115.0,20.3,,,15.5,,30,,,,,,,,100nm
1240,2018,1,Fung,Gallium Nitride Amplifiers Beyond W-Band,GaN,,120.0,17.4,4.3,PAE,,,18,,,,,,,,
1241,2019,12,Ćwikliński ,D-Band and G-Band High-Performance GaN Power Amplifier MMICs,GaN,107-148 GHz,120.0,26.4,16.5,PAE,25,13,26,,,,,,,,100nm GaN
1242,2022,4,O’Malley,Gallium Nitride HEMTs for Power Amplifiers above 100 GHz,GaN,140,140.0,15.9,9.1,PAE,,,12,,,,,,,,40nm GaN
1243,2018,1,Fung,Gallium Nitride Amplifiers Beyond W-Band,GaN,,147.0,18.2,1.7,PAE,,,17,,,,,,,,
1244,2020,8,Ćwikliński ,First Demonstration of G-Band Broadband GaN Power Amplifier MMICs Operating Beyond 200 GHz,GaN,145–205,155.0,,,,,,30,,,,,,,,deep submicron GaN HEMT
1245,2014,10,Margomenos,"GaN Technology for E, W and G-band Applications",GaN,,180.0,13.74,3.5,PAE,,,4.5,,,,,,,,
1246,2019,12,Ćwikliński ,D-Band and G-Band High-Performance GaN Power Amplifier MMICs,GaN,150-189 GHz,181.0,15.8,2.4,PAE,,,11.8,,,,,,,,100nm GaN
1247,2019,6,Cwiklinski,190-GHz G-Band GaN Amplifier MMICs with 40 GHz of Bandwidth,GaN,157-193,190.0,14.1,1.2,PAE,10,0.5,12,12,,,,,,,50nm GaN HEMT
1248,2020,8,Ćwikliński ,First Demonstration of G-Band Broadband GaN Power Amplifier MMICs Operating Beyond 200 GHz,GaN,145–205,195.0,16.9,1.7,PAE,13,,19,,,,,,,,deep submicron GaN HEMT
1249,2020,8,Ćwikliński ,First Demonstration of G-Band Broadband GaN Power Amplifier MMICs Operating Beyond 200 GHz,GaN,162–217,205.0,15,1.1,PAE,12,,13,,,,,,,,deep submicron GaN HEMT
1250,2020,9,Fang,X-Band High-Efficiency High GaN Power Amplifier Based on Edge-Triggered Gate Modulation,GaN,,8.4,59.03,54.7,DE,,,,,,,,,,,X-Band GaN HEMT
1251,2022,4,Nonet,Compact Design of a L-Band 40W 40MHz Envelope Tracking GaN Power Amplifier for Small Cells,GaN ,,1.3,,,,,,,20MHz 64 QAM,,20,36,43,,,
1252,2021,8,Mao,A Yield-Improvement Method for Millimeter-Wave GaN MMIC Power Amplifier Design Based on Load—Pull Analysis,GaN,32-38 GHz,33.0,44,35,PAE,,,17,,,,,,,,0.15um GaN HEMT
1253,2022,11,Hu,2-18GHz Reconfigurable Distributed Power Amplifier Using 0.25um GaN Technology,GaN,"6, 13",6.0,34,23,PAE,,,6,,,,,,,,250nm GaN Technology
1254,2022,11,Hu,2-18GHz Reconfigurable Distributed Power Amplifier Using 0.25um GaN Technology,GaN,"6, 13",13.0,33,5,PAE,,,7,,,,,,,,250nm GaN Technology
1255,2022,11,Sakata,A 3.4-4.1GHz Broadband GaN Doherty Power Amplifier Module for 5G massive-MIMO Base-Stations,GaN,3.4-4.1,3.8,47.9,2,PAE,,,31.7,20MHz Modulation,,20M,"40,8",44.6,PAPR 7.5dB,,
1256,2022,11,Zhang,A 6.5-mm2 10.5–to-15.5–GHz Differential GaN PA With Coupled-Line-Based Matching Networks Achieving 10-W Peak Psat and 42% PAE,GaN,10.5-15.5,12.5,39.8,42.2,PAE,30.5,,21.2,200MHz 64QAm,-24.2,200M,30,14.7,64QAM,,250nm GaN HEMT
1257,2022,9,Nogales,A 10-W 6–12 GHz GaN MMIC Supply Modulated Power Amplifier,GaN,6-12Ghz,6.3,39.5,24.9,PAE,,,10,,,,,,,,WIN NP15 GaN on SiC
1258,2022,9,Nogales,A 10-W 6–12 GHz GaN MMIC Supply Modulated Power Amplifier,GaN,6-12Ghz,9.0,39.5,28.8,PAE,,,12,,,,,,,,WIN NP15 GaN on SiC
1259,2022,9,Nogales,A 10-W 6–12 GHz GaN MMIC Supply Modulated Power Amplifier,GaN,6-12Ghz,12.0,39.5,28.2,PAE,,,18,,,,,,,,WIN NP15 GaN on SiC
1260,2023,3,Sun,A 2–10-GHz Reconfigurable GaN Power Amplifier With Average Power-Added Efficiency of 30% and Output Power of 2 W,GaN,2-5GHz,3.5,33.5,44,PAE,,,22,,,,,,,,250nm GaN
1261,2023,3,Sun,A 2–10-GHz Reconfigurable GaN Power Amplifier With Average Power-Added Efficiency of 30% and Output Power of 2 W,GaN,5-7Ghz,6.0,33.7,33,PAE,,,20,,,,,,,,250nm GaN
1262,2023,3,Sun,A 2–10-GHz Reconfigurable GaN Power Amplifier With Average Power-Added Efficiency of 30% and Output Power of 2 W,GaN,7-10Ghz,8.0,33.5,33,PAE,,,18.5,,,,,,,,250nm GaN
1263,2022,10,Qu,A Broadband PA Design Based on Bayesian Optimization Augmented by Dynamic Feasible Region Shrinkage,GaN,2-3GHz,2.5,41,68,PAE,,,11,,,,,,,,GaN CGH40010F
1264,2022,8,Li,A Class-X Power Amplifier With Finite Number of Harmonics,GaN,3.5Ghz,3.5,40.5,74.8,PAE,,,9.8,,,,,,,,10W GaN
1265,2023,3,Zhou,A Compact and Broadband Doherty Power Amplifier Without Post-Matching Network,GaN,2.1-3.1GHz,2.6,43.3,60,PAE,,,10,3.84MHz Channel BW,-24 dBc(ACPR),,,,,,13W GaN
1266,2022,10,Yu,A Fully Integrated 3.2-4.7GHz Doherty Power Amplifier in 300mm GaN-on-Si Technology,GaN,3.2 - 4.7GHz,4.3,30,44.7,PAE,,,10.9,100MHz QAM-64 5G NR FR-1,-20,100,22,39.2,,,GaN on 300mm Si
1267,2023,4,Liu,A Novel Impedance Matching Network Suitable for Designing High-Efficiency Power Amplifiers,GaN,3,3.0,41,79.2,PAE,,,11.6,,,,,,,,CG2H40010 GaN HEMT
1268,2023,4,Zhang,An Efficient Broadband Symmetrical Doherty Power Amplifier With Extended Back-Off Range,GaN,2.05GHz to 2.8 GHz,2.05,44.9,67,DE,,,15.2,20MHz LTE with 9dB PAPR,-29.3 dBc ,,,,,,CG2H40010 GaN HEMT
1269,2023,4,Hu,Analysis and Design of Broadband Outphasing Power Amplifier Based on Complex Combining Impedance,GaN,1.7 - 2.2GHz,1.8,44,74,PAE,,,12.6,,,,,,,,CG2H40010 GaN HEMT
1270,2023,4,Han,Bandwidth-Enhanced Doherty Power Amplifier With Optimized Quasi-Resistive Power-Combing Load Impedance,GaN,1.4GHz - 2.5 GHz,2.0,45,71,DE,,,13.1,64QAM 20MHz,,,,55 (DE),,,CG2H40010 GaN HEMT
1271,2022,11,Zhao,Broadband Class-E Power Amplifier Design Employing a Double Reactance Compensation Matching Network,GaN,1-3.6GHz,2.5,41.8,74,DE,,,12.5,,,,,,,,CG2H40010F GaN HEMT
1272,2023,Early Access,Tang,Broadband High-Efficiency Dual-Mode Doherty Power Amplifier Using Hybrid F/F−1 Continuous-Mode Technology,GaN,1.3-2.7GHz,2.0,41,67,DE,,,13,64QAM 20MHZ LTE,-23.7,20,32.7,43.35,,,CGH4006P
1273,2023,Early Access,Chu,Broadband Sequential Load Modulated Balanced Amplifier With Extended Design Space Using Second Harmonic Manipulation,GaN,2.05-3.65GHz,2.75,46.8,57,PAE,,,11,60MHz 8dB PAPR,-45.2 ACPR,60,36.2,50.7 (DE),,,CG2H40010F GaN HEMT
1274,2023,3,Yang,C-Band High Harmonics Suppression GaN Power Amplifier MMIC for Multiradar Network Application,GaN,5GHz-7GHz,6.0,47.4,55,PAE,,,30,,,,,,,,250nm GaN HEMT
1275,2022,9,Pitt,Combining Class J and Inverse Class F Continuous Modes for a Highly Efficient Broadband Power Amplifier,GaN,2.1 GHz - 3.6Ghz,2.9,42.2,72,DE,,,13.5,,,,,,,,CGH40010F HEMT
1276,2022,12,Zhou,Design of a Compact GaN Power Amplifier With High Efficiency and Beyond Decade Bandwidth,GaN,0.35GHz - 3.55GHz,2.0,44,47,PAE,,,10,20MHz LTE with 8.5 PAPR,,,35.2,33 (DE),,,CG2H40025F
1277,2023,4,Yao,Design of a Dual-Input Doherty Power Amplifier With Selectable Output Port,GaN,2.4,2.4,43.4,69.5,DE,,,13.5,,,,,,,,CGH40010F HEMT
1278,2023,2,Yao,Design of a Dual-Input Dual-Output Power Amplifier With Flexible Power Allocation,GaN,2.4,2.4,44.2,75.6,DE,,,13.8,,,,,,,,CGH40010F HEMT
1279,2023,2,Yu,Design of X/Ku Dual-Wideband GaN Power Amplifier MMIC Based on Coupled Multiresonator Matching Networks,GaN,9GHz to 10Ghz,9.5,37.2,36.5,PAE,,,12,,,,,,,,250nm GaN
1280,2023,2,Yu,Design of X/Ku Dual-Wideband GaN Power Amplifier MMIC Based on Coupled Multiresonator Matching Networks,GaN,13.5GHz to 16Ghz,15.0,37.2,36.5,PAE,,,10,,,,,,,,250nm GaN
1281,2023,2,Poluri,Ease of Matching a Load Line Impedance in a 25 W Contiguous Mode Class BJF−1 Broadband Amplifier,GaN,2.2 GHz to 3.3 GHz,2.8,45.7,60,PAE,,,13.9,,,,,,,,CGH40025F
1282,2022,12,Latha,Extending the Design Space of Class E Mode to Design a Multi-Octave Power Amplifier,GaN,0.45GHz - 2.9GHz,2.4,41.5,67,PAE,,,10.9,,,,,,,,
1283,2023,2,Almeida,High-Efficiency Moderate-Power Amplifier Using Packaged GaN Transistor With Improved Average PAE and Gain for Batteryless IoT Applications,GaN,2.3,2.3,41.7,82,PAE,,,17,,,,,,,,CG2H40010F
1284,2023,2,Li,Highly Efficient Filtering Power Amplifier Using Impedance Area-Based Optimization,GaN,3.3GHz - 3.8Ghz,3.5,41.5,71.7,PAE,,,13.5,20MHz with 6dB PAPR,,,35,,,,CG2H40010F
1285,2023,1,Kim,Highly Efficient Power Amplifier Based on Harmonic-Controlled Matching Network,GaN,2.9 -3.3GHz,3.1,38,66,PAE,,,12,,,,,,,,CGH40006P
1286,2023,2,Sear,Load-Modulating Loop Combiner for Linear Power Amplification,GaN,3.5,3.5,42,50,PAE,,,12,100MHz LTE 10dB PAPR,,100,38,41,,,CG2H40010F
1287,2022,8,Chen,Miniaturized Broadband Doherty Power Amplifier Using Simplified Output Matching Topology,GaN,1.3GHz - 2.8Ghz,2.2,44.6,78,DE,,,10,20MHz LTE with 7.5 PAPR,,20,35.8,49.65 (DE),,,CGH40010F
1288,2023,Early Access,Gjurovski,Nonlinear Capacitance Compensation Technique in a Linearity-Enhanced and Broadband GaN PA MMIC for K u-/K-Band Applications,GaN,17.2 GHz - 20.2 GHz,18.7,32,22.5,PAE,,,7.2,,,,,,,,GH15-10 150nm
1289,2022,9,Liu,Novel Design Space of Broadband High-Efficiency Parallel-Circuit Class-EF Power Amplifiers,GaN,2.6 GHz - 3.9GHz,3.3,39.5,69,PAE,,,10,,,,,,,,CG2H40010F
1290,2022,10,Speir,Reactively Matched 2-18 GHz Broadband GaN-on-SiC MMIC Driver Amplifier,GaN,2-18Ghz,3.0,33,39,PAE,,,20,,,,,,,,180nm GaN-on-SiC
1291,2022,10,Speir,Reactively Matched 2-18 GHz Broadband GaN-on-SiC MMIC Driver Amplifier,GaN,2-18Ghz,8.0,36,30,PAE,,,18,,,,,,,,180nm GaN-on-SiC
1292,2022,10,Speir,Reactively Matched 2-18 GHz Broadband GaN-on-SiC MMIC Driver Amplifier,GaN,2-18Ghz,14.0,35.6,25,PAE,,,17,,,,,,,,180nm GaN-on-SiC
1293,2022,9,Liu,Simulated Annealing Particle Swarm Optimization for a Dual-Input Broadband GaN Doherty Like Load-Modulated Balance Amplifier Design,GaN,2.5Ghz - 3.5Ghz,2.8,48.2,69.7,PAE,,,13,,,,,,,,CGH40025F
1294,2023,4,Liang,Single-Input Broadband Hybrid Doherty Power Amplifiers Design Relying on a Phase Sliding-Mode of the Load Modulation Scheme,GaN,2.5Ghz - 3.3 Ghz,2.9,43,61,DE,,,10,50MHz OFDM,,50,35.3,44.9 (DE),,,CGH40010F
1295,2023,3,Sakata,Techniques for Adaptive Input-Power Distribution in Doherty Power Amplifier and Load Modulation of Its Driver-Stage Power Amplifier,GaN,3.5,3.5,44.9,60,PAE,,,31.5,20MHz LTE with 8.5dB PAPR,,,37.4,45.6,,,In-house GaN
1296,2023,Early Access,Liu,Triple-Mode Reciprocal Doherty Power Amplifier With Multi-Band Operation and Extended High Efficiency Range,GaN,2.3,2.3,44.8,55,DE,,,12,,,,,,,,CG2H40010F
1297,2022,11,Kuwta,Ultra High Power X-Band Amplifier Utilizing non-Uniform Comb  Lines for Stabilization,GaN,9.4,9.4,58.3,44,PAE,,,14,,,,,,,,Mitsubishi
1298,2022,10,Lyu,Analysis and Design of Reconfigurable Multiband Mismatch-Resilient Quasi-Balanced Doherty Power Amplifier for Massive MIMO Systems,GaN ,1.6-2.7 GHz,1.6,,78,DE,40.8,,11,20 MHz 64 QAM LTE,,20,34.3,50.9 (DE),,,
1299,2022,10,Lyu,Analysis and Design of Reconfigurable Multiband Mismatch-Resilient Quasi-Balanced Doherty Power Amplifier for Massive MIMO Systems,GaN ,1.6-2.7 GHz,1.9,,65,DE,40,,10,20 MHz 64 QAM LTE,,20,35.1,44.5 (DE),,,
1300,2023,3,Li,Bandpass Filtering Power Amplifier With Wide Stopband and High Out-of-Band Rejection,GaN,1.85-2.1 GHz,1.9,39,44,PAE,,,14,,,,,,,,
1301,2023,4,Han,Bandwidth-Enhanced Doherty Power Amplifier With Optimized Quasi-Resistive Power-Combing Load Impedance,GaN,1.3-2.6,2.0,45,71,DE,,,12.5,20 MHz 64 QAM,,20,37,55 (DE),,,
1302,2023,1,Piacibello,Continuous Inverse Class-F GaN Power Amplifier with 70% Efficiency over 1.4-2 GHz Bandwidth,GaN,1.4-2,1.7,40,70,DE,,,13,,,,,,,,
1303,2023,1,Ma,Highly Efficient 3-Bit Digital Power Amplifier for OFDM Waveform Amplification,GaN,1.5,1.5,45.2,70,DE,,,,,,,,,,,
1304,2022,2,Chu,Waveform Engineered Sequential Load Modulated Balanced Amplifier With Continuous Class-F−1 and Class-J Operation,GaN,1.8-2.75,2.3,45.8,69,DE,,,11.7,100-MHz 8dB PAPR,-45.2 ACPR,100,36,50.2 (DE),,,CG2H40010F GaN HEMT
1305,2023,Early Access,Chu,High-Efficiency Class-iF−1 Power Amplifier With Enhanced Linearity,GaN,2.0-2.6,2.3,40.8,74.1,PAE,,64.5,15,100-MHz 8.5dB PAPR,-48.2 ACPR,100,31.8,34.2 (DE),,,CG2H40010F GaN HEMT
1306,2022,6,Chu,Phase Compensated Sequential Load Modulated Balanced Amplifier Using Harmonically Tuned Control Amplifier,GaN,1.9-2.6,2.4,45.8,66.5,DE,,,,100-MHz 8dB PAPR,-47.7 ACPR,100,37.8,55.9 (DE),,,CG2H40010F GaN HEMT
1307,2022,10,Fakhfakh,Broadband 8 W Ka-band MMIC Power Amplifier Using 100 nm GaN Technology,GaN,26-35,31.0,39,27,PAE,35,26,25,,,,,,,,100nm GaN
1308,2022,9,Cai,A Three-Stage Wideband GaN PA for 5G mm-Wave Applications,GaN,24-29,27.5,30.8,40.6,PAE,29,35,25,100 MHz 64 QAM,-23.3,100,22,16.5 (PAE),,,100nm GaN-on-Si
1309,2022,12,Chen,A Ka-band High-OP1dB Power Amplifier in 0.15-μm GaN Process for 5G Base Station and Satellite Communications Applications,GaN,26.5-32,28.0,32.3,27.7,PAE,31,24,20.3,,,,,,,,0.15-μm GaN HEMT
